citation_key,title,field,status,reason
belton2002,Multiple Criteria Decision Analysis: An Integrated Approach,institution,unresolved,Field absent from source and no authoritative exact match established.
belton2002,Multiple Criteria Decision Analysis: An Integrated Approach,series,unresolved,Field absent from source and no authoritative exact match established.
belton2002,Multiple Criteria Decision Analysis: An Integrated Approach,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
belton2002,Multiple Criteria Decision Analysis: An Integrated Approach,url,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,doi,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,isbn,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,issn,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,volume,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,number,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,pages,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,publisher,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,edition,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,booktitle,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,journal,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,institution,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,series,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,reportnumber,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968,General system theory,url,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968general,"General system theory: Foundations, development, applications",doi,unresolved,Field absent from source and no authoritative exact match established.
bertalanffy1968general,"General system theory: Foundations, development, applications",isbn,unresolved,Field absent from source and no authoritative exact match established.
